"ProjectName","RepositoryName","RepositoryId","AlertId","AlertType","Title","Severity","State","Tool","FirstDetectionDate","LastDetectionDate","IntroductionDate","GitRef","Confidence"
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","324","dependency","Prototype Pollution in y18n (CVE-2020-7774)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","323","dependency","Prototype Pollution in y18n (CVE-2020-7774)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","322","dependency","semver vulnerable to Regular Expression Denial of Service (CVE-2022-25883)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","321","dependency","semver vulnerable to Regular Expression Denial of Service (CVE-2022-25883)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","320","dependency","semver vulnerable to Regular Expression Denial of Service (CVE-2022-25883)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","319","dependency","semver vulnerable to Regular Expression Denial of Service (CVE-2022-25883)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","318","dependency","semver vulnerable to Regular Expression Denial of Service (CVE-2022-25883)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","317","dependency","semver vulnerable to Regular Expression Denial of Service (CVE-2022-25883)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","316","dependency","path-to-regexp outputs backtracking regular expressions (CVE-2024-45296)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","315","dependency","path-to-regexp outputs backtracking regular expressions (CVE-2024-45296)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","314","dependency","Denial of Service in node-sass (GHSA-9v62-24cr-58cx)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","313","dependency","Arbitrary File Creation/Overwrite via insufficient symlink protection due to directory cache poisoning using symbolic links (CVE-2021-37701)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","312","dependency","Mongoose Prototype Pollution vulnerability (CVE-2023-3696)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","311","dependency","Mongoose Prototype Pollution vulnerability (CVE-2023-3696)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","310","dependency","Prototype Pollution in JSON5 via Parse Method (CVE-2022-46175)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","309","dependency","Elliptic's ECDSA missing check for whether leading bit of r and s is zero (CVE-2024-42460)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","308","dependency","Regular Expression Denial of Service (ReDoS) in micromatch (CVE-2024-4067)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","307","dependency","Inefficient Regular Expression Complexity in chalk/ansi-regex (CVE-2021-3807)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","306","dependency","Inefficient Regular Expression Complexity in chalk/ansi-regex (CVE-2021-3807)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","305","dependency","Inefficient Regular Expression Complexity in chalk/ansi-regex (CVE-2021-3807)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","304","dependency","Inefficient Regular Expression Complexity in chalk/ansi-regex (CVE-2021-3807)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","303","dependency","Code injection in fsevents (CVE-2023-45311)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","302","dependency","Code Injection in js-yaml (GHSA-8j8c-7jfh-h6hx)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","301","dependency","Path Traversal: 'dir/../../filename' in moment.locale (CVE-2022-24785)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","300","dependency","Path Traversal: 'dir/../../filename' in moment.locale (CVE-2022-24785)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","299","dependency","json-schema is vulnerable to Prototype Pollution (CVE-2021-3918)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","298","dependency","Improper Input Validation in Automattic Mongoose (CVE-2019-17426)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","297","dependency","Improper Input Validation in Automattic Mongoose (CVE-2019-17426)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","296","dependency","Uncontrolled Resource Consumption in trim-newlines (CVE-2021-33623)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","295","dependency","Regular expression denial of service in scss-tokenizer (CVE-2022-25758)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","294","dependency","PostCSS line return parsing error (CVE-2023-44270)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","293","dependency","PostCSS line return parsing error (CVE-2023-44270)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","292","dependency","NPM IP package incorrectly identifies some private IP addresses as public (CVE-2023-42282)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","291","dependency","NPM IP package incorrectly identifies some private IP addresses as public (CVE-2023-42282)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","290","dependency","Prototype Pollution in lodash.mergewith (GHSA-779f-wgxg-qr8f)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","289","dependency","Prototype pollution in webpack loader-utils (CVE-2022-37601)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","288","dependency","Prototype Pollution in handlebars (CVE-2021-23383)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","287","dependency","Prototype Pollution in handlebars (CVE-2021-23383)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","286","dependency","tough-cookie Prototype Pollution vulnerability (CVE-2023-26136)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","285","dependency","tough-cookie Prototype Pollution vulnerability (CVE-2023-26136)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","284","dependency","tough-cookie Prototype Pollution vulnerability (CVE-2023-26136)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","283","dependency","Regular Expression Denial of Service in Acorn (GHSA-6chw-6frg-f759)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","282","dependency","Validation Bypass in kind-of (CVE-2019-20149)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","281","dependency","XSS in jQuery as used in Drupal, Backdrop CMS, and other products (CVE-2019-11358)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","280","dependency","XSS in jQuery as used in Drupal, Backdrop CMS, and other products (CVE-2019-11358)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","279","dependency","Regular Expression Denial of Service in Handlebars (CVE-2019-20922)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","278","dependency","Regular Expression Denial of Service in Handlebars (CVE-2019-20922)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","277","dependency","OS Command Injection in node-notifier (CVE-2020-7789)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","276","dependency","Arbitrary File Creation/Overwrite on Windows via insufficient relative path sanitization (CVE-2021-37713)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","275","dependency","Arbitrary File Creation/Overwrite on Windows via insufficient relative path sanitization (CVE-2021-37713)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","274","dependency","Regular Expression Denial of Service in postcss (CVE-2021-23382)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","273","dependency","Regular Expression Denial of Service in postcss (CVE-2021-23382)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","272","dependency","Deserialization of Untrusted Data in bson (CVE-2019-2391)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","271","dependency","Deserialization of Untrusted Data in bson (CVE-2019-2391)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","270","dependency","Deserialization of Untrusted Data in bson (CVE-2019-2391)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","269","dependency","Deserialization of Untrusted Data in bson (CVE-2019-2391)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","268","dependency","Prototype Pollution in set-value (CVE-2021-23440)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","267","dependency","Prototype Pollution in set-value (CVE-2021-23440)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","266","dependency","Prototype Pollution in set-value (CVE-2019-10747)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","265","dependency","Prototype Pollution in set-value (CVE-2019-10747)","critical","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","264","dependency","Elliptic allows BER-encoded signatures (CVE-2024-42461)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","263","dependency","Code Injection in mquery (CVE-2020-35149)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","262","dependency","Code Injection in mquery (CVE-2020-35149)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","261","dependency","Regular Expression Denial of Service in hosted-git-info (CVE-2021-23362)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","260","dependency","Elliptic's verify function omits uniqueness validation (CVE-2024-48949)","low","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","259","dependency","Regular Expression Denial of Service (ReDoS) in cross-spawn (CVE-2024-21538)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","258","dependency","Regular Expression Denial of Service (ReDoS) in cross-spawn (CVE-2024-21538)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","257","dependency","Regular Expression Denial of Service (ReDoS) in cross-spawn (CVE-2024-21538)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","256","dependency","Regular Expression Denial of Service (ReDoS) in cross-spawn (CVE-2024-21538)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","255","dependency","loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS) via url variable (CVE-2022-37603)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","254","dependency","Arbitrary File Creation/Overwrite due to insufficient absolute path sanitization (CVE-2021-32804)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","253","dependency","Arbitrary File Creation/Overwrite due to insufficient absolute path sanitization (CVE-2021-32804)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","252","dependency","Arbitrary Code Execution in Handlebars (CVE-2019-20920)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","251","dependency","Arbitrary Code Execution in Handlebars (CVE-2019-20920)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","250","dependency","Command Injection in lodash (CVE-2021-23337)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","249","dependency","Command Injection in lodash (CVE-2021-23337)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","248","dependency","Denial of Service in js-yaml (GHSA-2pr6-76vf-7546)","medium","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","247","dependency","ip SSRF improper categorization in isPublic (CVE-2024-29415)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","246","dependency","ip SSRF improper categorization in isPublic (CVE-2024-29415)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
"ContosoAir-Demo","ContosoAir-tc","50f8d6c7-95ea-41f6-b171-d3b95dfe9a6b","245","dependency","Arbitrary Code Execution in handlebars (GHSA-2cf5-4w76-r9qv)","high","active","Advanced Security Dependency Scanning","2025-06-16T15:13:22.9228226Z","2025-06-16T15:13:22.9228226Z","2025-06-16T15:05:04Z","refs/heads/master",
